student_id,study_hours,attendance_percentage,class_participation,sleep_hours,previous_grade,internet_access,extra_activities,parent_education,stress_level,grade
1379,12,94,9,5.3,D,Yes,No,PostGraduate,1,B
1380,9,95,6,9.4,B,Yes,Yes,Graduate,7,B
1381,6,75,5,6.8,B,No,Yes,HighSchool,7,B
1382,0,100,3,3.0,B,No,Yes,Graduate,5,C
1383,4,94,6,6.8,D,Yes,No,Graduate,3,B
1384,26,59,10,5.7,B,No,Yes,Graduate,1,D
1385,5,63,8,9.0,D,Yes,Yes,Graduate,3,C
1386,20,89,6,5.3,C,Yes,No,HighSchool,1,A
1387,8,73,0,5.7,B,Yes,No,Graduate,6,D
1388,16,79,2,7.7,A,No,No,HighSchool,6,C
1389,16,76,8,3.7,B,No,No,HighSchool,6,B
1390,8,85,4,4.6,B,No,Yes,PostGraduate,7,A
1391,3,74,3,7.8,A,Yes,No,HighSchool,7,C
1392,25,82,6,6.7,D,No,Yes,HighSchool,8,D
1393,0,100,8,5.0,C,Yes,No,PostGraduate,6,C
1394,17,97,0,7.1,C,No,Yes,PostGraduate,2,D
1395,21,85,2,7.5,B,No,No,PostGraduate,4,D
1396,0,78,3,6.8,B,Yes,Yes,HighSchool,8,C
1397,22,83,6,5.6,D,No,Yes,Graduate,1,B
1398,0,95,4,5.7,D,No,Yes,PostGraduate,7,B
1399,14,86,4,6.0,A,Yes,No,HighSchool,1,B
1400,26,60,7,7.0,A,No,No,PostGraduate,2,B
1401,8,87,3,5.7,A,Yes,No,PostGraduate,7,A
1402,14,50,6,6.9,D,No,No,PostGraduate,3,B
1403,33,72,5,7.2,A,No,No,PostGraduate,7,D
1404,5,61,8,8.1,B,Yes,Yes,Graduate,6,B
1405,17,65,5,7.1,A,No,No,PostGraduate,7,C
1406,15,96,3,8.1,B,Yes,Yes,HighSchool,5,C
1407,10,92,3,3.0,D,No,No,PostGraduate,3,B
1408,9,87,3,6.4,B,Yes,No,HighSchool,8,C
1409,0,73,6,4.2,D,Yes,Yes,PostGraduate,2,C
1410,16,76,3,7.4,C,No,No,PostGraduate,1,C
1411,21,100,7,5.7,B,No,Yes,Graduate,4,B
1412,2,88,10,6.2,A,Yes,No,PostGraduate,1,B
1413,12,100,6,3.6,C,No,No,Graduate,4,C
1414,18,99,3,7.2,C,Yes,No,HighSchool,6,C
1415,12,83,5,10.0,B,No,Yes,Graduate,8,D
1416,7,85,10,7.1,D,No,No,Graduate,2,B
1417,17,71,3,6.6,D,No,Yes,PostGraduate,6,D
1418,15,95,8,6.5,B,No,Yes,Graduate,5,D
1419,13,78,3,3.2,A,Yes,Yes,PostGraduate,7,D
1420,0,87,5,5.6,D,No,No,Graduate,3,C
1421,21,79,0,10.0,A,Yes,No,HighSchool,1,C
1422,13,100,9,6.1,B,Yes,Yes,Graduate,5,C
1423,22,79,9,6.5,D,No,Yes,HighSchool,3,D
1424,21,63,2,9.3,D,Yes,Yes,PostGraduate,1,B
1425,16,69,4,6.9,D,Yes,No,HighSchool,4,C
1426,11,89,1,3.2,A,No,No,HighSchool,6,D
1427,18,86,4,8.7,A,No,No,HighSchool,8,D
1428,14,89,5,8.3,D,Yes,Yes,PostGraduate,4,D
1429,40,99,0,7.2,C,No,No,PostGraduate,6,B
1430,16,81,2,6.1,A,No,No,Graduate,4,D
1431,20,96,9,7.8,B,Yes,Yes,PostGraduate,1,D
1432,10,93,8,8.7,A,No,No,PostGraduate,1,C
1433,1,72,4,7.9,C,Yes,No,HighSchool,4,B
1434,13,100,3,10.0,D,No,Yes,Graduate,1,C
1435,6,98,5,6.7,A,No,Yes,Graduate,2,D
1436,13,71,4,6.0,C,Yes,No,PostGraduate,8,D
1437,7,63,6,5.3,A,Yes,Yes,HighSchool,1,B
1438,18,69,3,8.9,D,Yes,Yes,PostGraduate,1,C
1439,20,93,8,3.2,B,No,Yes,Graduate,10,B
1440,12,75,2,10.0,D,Yes,Yes,HighSchool,3,B
1441,13,77,7,9.2,D,No,No,Graduate,4,C
1442,10,100,3,3.6,C,No,Yes,PostGraduate,5,D
1443,22,100,1,7.6,C,Yes,Yes,HighSchool,5,D
1444,31,58,0,3.0,C,No,No,Graduate,5,A
1445,13,76,3,7.6,A,No,No,PostGraduate,1,B
1446,24,83,3,6.6,D,Yes,No,Graduate,7,D
1447,8,99,7,4.0,D,No,Yes,HighSchool,9,B
1448,28,72,3,4.5,C,Yes,No,PostGraduate,8,D
1449,23,91,1,5.2,D,Yes,No,PostGraduate,8,B
1450,17,85,4,10.0,C,Yes,No,HighSchool,5,C
1451,4,79,5,5.9,B,No,Yes,Graduate,6,B
1452,19,58,0,7.9,C,Yes,No,Graduate,10,D
1453,0,79,4,5.1,D,No,No,HighSchool,4,C
1454,0,85,4,3.5,B,Yes,No,HighSchool,2,D
1455,23,89,1,7.0,D,No,No,HighSchool,9,D
1456,12,70,7,6.7,C,No,No,Graduate,3,A
1457,12,92,4,6.4,C,Yes,Yes,PostGraduate,7,C
1458,17,77,6,6.3,C,No,Yes,Graduate,8,A
1459,21,65,0,8.9,A,No,Yes,HighSchool,5,B
1460,0,85,2,5.5,B,No,Yes,Graduate,10,C
1461,8,60,5,6.6,A,No,No,PostGraduate,6,B
1462,6,68,4,8.5,B,Yes,No,Graduate,5,A
1463,8,89,4,8.9,C,Yes,Yes,PostGraduate,2,B
1464,25,100,4,6.8,D,No,Yes,HighSchool,4,D
1465,10,50,4,7.3,D,Yes,Yes,HighSchool,1,A
1466,12,92,9,6.0,A,Yes,Yes,HighSchool,4,B
1467,7,100,7,10.0,D,Yes,Yes,PostGraduate,10,D
1468,7,68,1,7.1,A,No,Yes,HighSchool,9,D
1469,10,94,5,5.6,C,Yes,Yes,HighSchool,2,B
1470,20,62,10,7.0,B,No,Yes,PostGraduate,10,C
1471,6,67,3,10.0,A,No,No,HighSchool,8,D
1472,28,76,8,4.5,A,Yes,No,PostGraduate,6,C
1473,15,80,4,6.8,D,Yes,Yes,Graduate,2,D
1474,20,100,4,6.5,B,No,Yes,Graduate,1,D
1475,5,86,2,7.3,B,No,Yes,PostGraduate,4,C
1476,25,100,1,3.9,A,Yes,No,HighSchool,9,C
1477,29,87,6,9.7,D,Yes,Yes,HighSchool,8,A
1478,26,82,3,7.0,C,Yes,No,HighSchool,2,B
1479,5,67,2,8.5,B,No,No,HighSchool,4,A
1480,0,70,5,3.4,D,No,Yes,PostGraduate,4,B
1481,10,63,3,8.0,C,No,No,Graduate,7,D
1482,17,92,7,7.7,A,No,Yes,PostGraduate,1,B
1483,14,93,3,6.3,C,No,No,Graduate,9,B
1484,7,90,3,9.6,C,Yes,Yes,PostGraduate,8,C
1485,23,67,5,7.1,A,Yes,Yes,HighSchool,5,C
1486,0,84,4,9.0,A,No,No,Graduate,4,B
1487,5,79,6,6.7,C,No,No,Graduate,10,C
1488,23,80,0,8.0,B,Yes,Yes,PostGraduate,10,A
1489,28,85,7,7.0,C,Yes,Yes,Graduate,7,A
1490,19,79,6,3.7,A,No,No,PostGraduate,6,D
1491,13,77,7,8.2,C,No,Yes,PostGraduate,5,C
1492,7,67,3,9.4,D,No,No,Graduate,5,D
1493,3,75,6,7.7,B,Yes,Yes,HighSchool,8,B
1494,13,91,0,9.0,A,No,No,HighSchool,1,D
1495,25,74,5,6.5,C,Yes,No,Graduate,8,D
1496,24,67,3,3.3,A,No,Yes,HighSchool,8,A
1497,0,54,2,7.6,D,Yes,No,Graduate,2,D
1498,6,50,7,5.9,A,No,Yes,HighSchool,6,D
1499,21,82,3,5.1,B,No,Yes,HighSchool,6,B
1500,9,85,10,7.8,A,Yes,Yes,HighSchool,1,B
1501,14,93,8,10.0,D,Yes,Yes,Graduate,4,C
1502,20,98,10,6.8,B,Yes,Yes,Graduate,1,D
1503,28,73,0,5.2,B,No,No,PostGraduate,1,B
1504,22,99,1,6.6,B,No,No,Graduate,6,A
1505,16,79,4,4.0,D,No,Yes,HighSchool,6,D
1506,27,76,5,9.0,A,No,Yes,Graduate,2,A
1507,19,73,5,8.4,B,No,Yes,PostGraduate,3,A
1508,16,68,8,7.2,D,Yes,Yes,PostGraduate,3,D
1509,9,93,4,3.0,C,No,No,Graduate,3,D
1510,0,77,7,7.4,C,No,Yes,Graduate,4,C
1511,11,86,5,8.6,D,Yes,No,Graduate,6,C
1512,0,66,3,6.9,D,No,No,HighSchool,10,D
1513,14,100,3,8.9,A,Yes,No,PostGraduate,9,C
1514,24,91,3,7.1,D,Yes,Yes,Graduate,1,A
1515,11,50,1,8.2,A,Yes,Yes,HighSchool,8,C
1516,22,74,6,5.0,A,Yes,Yes,Graduate,4,B
1517,10,76,5,9.4,D,Yes,No,PostGraduate,1,C
1518,0,97,6,9.8,A,Yes,Yes,HighSchool,1,B
1519,11,76,2,5.6,D,No,Yes,PostGraduate,3,D
1520,18,50,2,7.3,B,Yes,No,HighSchool,6,D
1521,7,83,3,5.6,D,No,Yes,Graduate,8,C
1522,1,68,9,8.4,B,Yes,No,Graduate,5,C
1523,12,65,7,7.5,D,Yes,No,Graduate,8,B
1524,12,68,1,10.0,B,Yes,Yes,Graduate,8,C
1525,25,72,4,7.2,A,Yes,Yes,HighSchool,1,A
1526,20,87,6,10.0,C,No,Yes,HighSchool,4,D
1527,10,73,7,6.6,D,Yes,Yes,PostGraduate,2,C
1528,15,67,0,9.9,C,No,No,HighSchool,5,D
1529,21,86,5,7.2,A,Yes,Yes,PostGraduate,1,D
1530,5,66,4,9.3,A,Yes,Yes,HighSchool,5,D
1531,13,93,8,5.4,A,No,Yes,Graduate,1,C
1532,28,75,2,10.0,C,Yes,Yes,Graduate,1,C
1533,7,91,2,7.9,D,No,Yes,Graduate,4,C
1534,16,76,3,5.0,A,Yes,No,PostGraduate,3,C
1535,15,60,0,7.0,A,Yes,Yes,PostGraduate,6,C
1536,3,76,3,5.7,B,Yes,Yes,PostGraduate,6,D
1537,8,65,2,6.5,A,No,Yes,PostGraduate,4,D
1538,20,54,0,6.6,A,No,No,HighSchool,1,C
1539,9,75,1,8.3,D,No,Yes,HighSchool,8,D
1540,12,84,5,5.3,B,No,No,HighSchool,6,D
1541,0,100,3,9.0,C,No,Yes,PostGraduate,2,B
1542,19,79,5,8.5,C,Yes,Yes,Graduate,8,C
1543,35,82,2,8.8,A,Yes,No,PostGraduate,8,D
1544,5,100,3,7.3,D,No,Yes,Graduate,3,D
1545,26,68,2,10.0,B,No,No,Graduate,8,B
1546,7,96,3,5.8,D,No,No,Graduate,4,D
1547,21,72,7,3.5,A,No,Yes,PostGraduate,3,D
1548,0,69,3,7.2,C,Yes,Yes,PostGraduate,6,B
1549,18,62,7,10.0,B,No,Yes,PostGraduate,5,B
1550,28,57,6,10.0,C,No,Yes,Graduate,7,C
1551,15,71,2,6.5,D,No,Yes,Graduate,4,C
1552,16,78,5,4.2,C,No,Yes,HighSchool,3,C
1553,17,89,10,5.3,C,No,No,PostGraduate,5,D
1554,9,75,3,7.2,C,No,No,HighSchool,7,B
1555,26,82,6,9.6,C,No,Yes,PostGraduate,5,C
1556,11,72,4,8.7,D,Yes,Yes,Graduate,3,D
1557,32,63,7,9.7,C,Yes,No,HighSchool,4,B
1558,1,100,8,8.1,D,Yes,Yes,PostGraduate,4,C
1559,0,94,6,8.5,C,Yes,Yes,PostGraduate,6,B
1560,15,65,2,7.2,B,No,No,Graduate,5,D
1561,16,80,5,6.3,C,Yes,No,HighSchool,4,C
1562,29,64,0,8.3,D,Yes,No,Graduate,5,A
1563,22,89,5,6.9,C,No,Yes,HighSchool,1,C
1564,15,89,4,6.0,B,No,Yes,HighSchool,6,C
1565,15,85,5,7.4,D,No,Yes,HighSchool,7,C
1566,16,89,10,7.9,C,Yes,Yes,HighSchool,1,B
1567,18,80,6,7.2,D,Yes,No,PostGraduate,3,D
1568,16,92,0,5.5,A,No,No,PostGraduate,4,D
1569,28,73,3,8.3,A,No,Yes,PostGraduate,5,C
1570,11,95,5,6.0,D,No,Yes,HighSchool,7,B
1571,20,92,5,6.1,D,Yes,No,HighSchool,5,C
1572,11,74,6,7.7,D,Yes,No,Graduate,4,D
1573,6,92,8,10.0,D,Yes,Yes,HighSchool,5,B
1574,2,100,0,7.8,A,Yes,Yes,Graduate,5,A
1575,8,100,2,7.9,A,No,Yes,Graduate,3,A
1576,5,67,5,5.9,D,No,No,HighSchool,6,B
1577,22,73,6,10.0,B,No,No,PostGraduate,5,D
1578,15,88,5,8.5,D,No,Yes,HighSchool,7,D
1579,8,50,5,10.0,C,No,No,HighSchool,4,B
1580,31,79,9,7.7,B,No,No,HighSchool,3,B
1581,15,67,3,7.6,B,No,Yes,HighSchool,5,C
1582,15,77,5,6.2,A,No,Yes,HighSchool,8,A
1583,10,99,3,3.9,A,Yes,Yes,PostGraduate,3,D
1584,8,84,2,7.4,D,Yes,Yes,Graduate,6,C
1585,24,75,6,5.1,C,Yes,Yes,Graduate,8,D
1586,22,95,3,5.2,C,Yes,Yes,PostGraduate,5,B
1587,15,82,5,4.0,B,No,No,Graduate,1,C
1588,40,62,0,10.0,A,Yes,Yes,HighSchool,1,C
1589,16,93,1,6.4,A,Yes,No,HighSchool,1,C
1590,11,77,3,4.4,A,No,Yes,PostGraduate,4,D
1591,10,86,7,8.7,A,No,No,PostGraduate,5,C
1592,15,100,8,6.9,C,Yes,Yes,HighSchool,3,B
1593,24,83,3,7.9,B,No,No,Graduate,1,D
1594,5,70,10,3.0,D,Yes,Yes,HighSchool,7,C
1595,5,68,6,8.2,B,No,No,PostGraduate,7,B
1596,19,96,3,7.1,B,Yes,Yes,Graduate,2,B
1597,20,69,2,8.1,D,No,Yes,Graduate,5,D
1598,26,96,7,7.3,D,Yes,No,Graduate,3,C
1599,8,69,5,7.8,B,No,Yes,PostGraduate,9,D
1600,6,89,8,7.5,A,No,Yes,Graduate,1,C
1601,9,62,5,3.7,C,No,No,HighSchool,1,B
1602,11,87,4,6.6,C,No,No,Graduate,2,D
1603,2,81,4,7.2,C,No,No,PostGraduate,4,A
1604,7,99,8,9.8,B,No,Yes,PostGraduate,3,A
1605,29,80,3,9.4,A,No,Yes,PostGraduate,10,C
1606,23,97,1,8.6,A,No,Yes,PostGraduate,1,C
1607,11,74,5,5.8,A,Yes,Yes,PostGraduate,1,B
1608,22,52,3,7.3,A,No,No,Graduate,2,D
1609,0,72,4,5.9,B,Yes,No,HighSchool,1,B
1610,26,56,3,6.8,B,No,No,HighSchool,6,A
1611,20,88,3,5.0,C,Yes,No,HighSchool,7,A
1612,3,54,8,6.3,B,Yes,Yes,PostGraduate,4,A
1613,7,64,4,6.3,A,Yes,No,Graduate,3,C
1614,16,75,3,6.8,C,No,Yes,PostGraduate,6,C
1615,5,100,5,5.9,C,Yes,No,Graduate,2,B
1616,19,81,3,5.3,A,No,No,Graduate,10,C
1617,8,98,6,5.3,D,No,Yes,Graduate,10,C
1618,8,81,5,6.0,A,No,Yes,PostGraduate,3,B
1619,12,75,1,8.4,D,No,No,Graduate,10,A
1620,27,95,0,8.4,B,No,Yes,PostGraduate,4,B
1621,14,65,6,8.1,C,No,Yes,HighSchool,1,B
1622,13,69,4,7.1,D,No,No,HighSchool,5,D
1623,6,70,7,5.0,D,No,No,Graduate,1,A
1624,7,96,0,8.2,A,No,No,HighSchool,6,B
1625,20,70,3,7.5,A,No,Yes,PostGraduate,3,B
1626,7,94,5,6.7,A,No,Yes,Graduate,7,A
1627,2,91,3,9.1,D,Yes,Yes,Graduate,2,C
1628,3,87,2,5.2,C,Yes,Yes,Graduate,1,D
1629,26,79,2,6.3,D,No,No,PostGraduate,8,C
1630,6,94,6,5.0,A,No,Yes,HighSchool,7,C
1631,29,74,5,6.9,A,Yes,Yes,Graduate,3,A
1632,9,100,5,7.2,B,No,No,Graduate,1,A
1633,18,75,2,4.6,A,Yes,No,HighSchool,10,C
1634,15,88,8,9.9,A,No,No,Graduate,4,C
1635,0,81,3,3.4,D,Yes,Yes,PostGraduate,1,B
1636,18,59,3,7.2,C,No,Yes,HighSchool,1,D
1637,16,84,1,6.8,A,Yes,No,HighSchool,5,C
1638,9,55,6,3.0,C,Yes,No,PostGraduate,2,B
1639,6,74,3,4.1,A,No,No,PostGraduate,4,A
1640,14,100,0,7.1,C,Yes,No,HighSchool,10,B
1641,13,89,4,5.1,D,No,Yes,Graduate,10,C
1642,20,75,0,10.0,A,No,Yes,PostGraduate,5,D
1643,14,100,7,8.5,D,Yes,Yes,HighSchool,10,B
1644,7,85,5,7.4,D,Yes,Yes,PostGraduate,1,C
1645,3,73,5,8.9,A,Yes,Yes,PostGraduate,1,D
1646,12,89,6,7.2,B,No,No,HighSchool,1,C
1647,15,78,3,6.0,A,Yes,Yes,PostGraduate,1,D
1648,6,86,4,6.7,D,No,No,HighSchool,4,D
1649,19,74,5,6.2,B,No,Yes,PostGraduate,6,A
1650,23,100,5,5.0,B,Yes,No,Graduate,7,B
1651,21,100,10,7.9,A,No,Yes,HighSchool,4,B
1652,11,87,8,5.0,B,No,Yes,PostGraduate,7,C
1653,21,98,7,7.6,B,No,No,HighSchool,2,A
1654,15,73,3,7.0,C,No,No,Graduate,4,C
1655,0,89,10,10.0,B,Yes,No,PostGraduate,8,D
1656,0,65,5,5.9,C,No,Yes,Graduate,6,B
1657,34,98,0,7.4,B,Yes,Yes,Graduate,6,C
1658,10,88,5,7.6,C,Yes,Yes,HighSchool,10,D
1659,10,83,4,7.1,D,No,Yes,Graduate,5,C
1660,19,75,4,4.1,B,Yes,No,HighSchool,5,C
1661,3,56,5,8.4,C,No,Yes,HighSchool,4,B
1662,0,59,6,7.2,C,Yes,No,PostGraduate,1,D
1663,30,71,0,10.0,B,Yes,No,PostGraduate,8,D
1664,12,100,9,6.3,D,No,No,PostGraduate,8,B
1665,5,81,6,8.1,A,No,No,PostGraduate,3,B
1666,15,93,5,7.2,C,Yes,Yes,Graduate,5,D
1667,15,95,5,3.3,B,No,No,PostGraduate,5,D
1668,20,91,4,8.5,B,No,Yes,HighSchool,1,C
1669,20,66,0,8.1,C,No,No,Graduate,9,C
1670,7,77,8,7.8,C,No,No,HighSchool,4,C
1671,25,91,0,4.4,C,No,No,HighSchool,8,B
1672,11,54,6,6.5,A,Yes,No,PostGraduate,3,D
1673,26,78,3,6.8,C,Yes,No,PostGraduate,6,D
1674,19,100,9,3.4,B,No,No,Graduate,7,B
1675,26,100,3,7.7,B,No,Yes,HighSchool,5,B
1676,26,99,3,8.9,A,Yes,Yes,PostGraduate,5,D
1677,9,84,5,5.5,A,Yes,Yes,HighSchool,1,D
1678,2,89,5,7.8,D,No,No,Graduate,6,A
1679,0,67,6,9.0,A,No,No,Graduate,1,C
1680,29,96,7,4.4,B,Yes,No,PostGraduate,9,B
1681,8,85,1,5.1,A,No,No,PostGraduate,6,D
1682,11,67,6,8.6,C,Yes,No,PostGraduate,5,C
1683,10,92,9,4.7,D,Yes,No,PostGraduate,6,C
1684,0,83,8,5.4,B,Yes,Yes,PostGraduate,6,D
1685,8,59,3,7.8,D,No,No,HighSchool,5,D
1686,28,89,3,9.2,B,Yes,Yes,PostGraduate,5,B
1687,27,83,10,8.4,B,No,Yes,Graduate,4,D
1688,25,84,2,6.4,D,No,Yes,PostGraduate,2,C
1689,8,80,8,4.5,B,No,No,HighSchool,10,B
1690,7,77,9,8.1,D,No,Yes,Graduate,2,D
1691,18,71,10,5.0,D,Yes,Yes,Graduate,9,D
1692,19,76,9,6.7,D,Yes,Yes,PostGraduate,4,C
1693,11,74,1,6.5,C,No,Yes,PostGraduate,5,D
1694,20,70,0,8.7,A,No,Yes,PostGraduate,1,C
1695,15,76,1,7.8,D,Yes,Yes,HighSchool,2,D
1696,6,78,0,9.2,C,No,Yes,HighSchool,7,C
1697,29,73,0,7.3,A,Yes,Yes,HighSchool,6,C
1698,21,100,0,7.3,D,No,No,Graduate,4,D
1699,4,91,1,10.0,C,No,No,Graduate,2,B
1700,16,66,3,8.8,C,Yes,Yes,PostGraduate,6,D
1701,6,97,4,6.2,D,Yes,Yes,HighSchool,5,B
1702,8,69,5,8.7,C,No,No,Graduate,1,D
1703,20,75,6,7.4,D,No,No,HighSchool,1,D
1704,13,84,3,3.0,C,Yes,No,HighSchool,4,D
1705,26,63,8,4.5,A,No,No,PostGraduate,8,D
1706,22,82,2,3.0,B,No,No,PostGraduate,2,C
1707,7,77,5,8.9,A,No,No,PostGraduate,9,B
1708,15,83,10,8.0,A,No,No,PostGraduate,6,A
1709,33,98,7,5.3,D,No,No,PostGraduate,9,A
1710,29,90,2,10.0,A,No,Yes,HighSchool,1,A
1711,26,81,7,7.0,D,Yes,No,Graduate,3,C
1712,26,60,6,7.3,B,No,Yes,HighSchool,6,D
1713,22,68,0,8.3,A,Yes,Yes,HighSchool,2,D
1714,1,77,4,8.9,A,No,No,HighSchool,7,C
1715,19,92,2,9.9,D,Yes,No,PostGraduate,5,C
1716,27,58,5,3.3,B,No,Yes,HighSchool,3,C
1717,40,76,2,8.3,C,No,Yes,Graduate,1,B
1718,6,69,4,6.3,C,Yes,Yes,HighSchool,2,D
1719,0,91,4,4.5,A,No,Yes,PostGraduate,3,D
1720,14,70,8,7.2,D,No,Yes,PostGraduate,3,D
1721,1,60,5,5.1,C,No,Yes,Graduate,1,D
1722,24,91,2,10.0,D,No,Yes,HighSchool,7,D
1723,10,100,6,3.0,A,Yes,Yes,HighSchool,1,D
1724,0,94,4,8.7,C,No,Yes,PostGraduate,1,C
1725,22,87,1,10.0,A,No,No,Graduate,5,C
1726,9,89,3,7.3,B,Yes,No,HighSchool,4,C
1727,21,84,5,5.8,D,No,Yes,Graduate,7,D
1728,5,79,0,5.5,B,No,Yes,PostGraduate,4,D
1729,17,90,6,5.3,D,No,Yes,HighSchool,1,A
1730,22,79,0,8.4,C,Yes,No,PostGraduate,2,B
1731,16,87,3,7.4,C,No,No,Graduate,1,C
1732,19,99,1,7.1,C,Yes,No,HighSchool,5,B
1733,21,58,5,8.6,A,Yes,Yes,PostGraduate,7,C
1734,11,62,3,7.7,A,Yes,Yes,PostGraduate,3,C
1735,21,68,2,4.9,C,No,No,Graduate,5,D
1736,16,84,6,8.9,B,No,No,HighSchool,6,B
1737,9,61,6,5.9,C,Yes,Yes,PostGraduate,3,B
1738,15,60,0,4.3,C,Yes,Yes,Graduate,8,C
1739,6,58,3,5.6,D,No,Yes,HighSchool,1,D
1740,27,86,4,10.0,A,Yes,No,PostGraduate,4,B
1741,17,82,8,9.9,B,Yes,No,HighSchool,4,A
1742,22,67,5,6.0,B,No,Yes,Graduate,6,A
1743,9,80,3,10.0,B,No,Yes,PostGraduate,6,D
1744,23,54,4,9.3,D,Yes,Yes,PostGraduate,7,C
1745,25,80,8,8.9,A,No,No,Graduate,6,D
1746,20,87,3,5.3,C,No,Yes,PostGraduate,5,B
1747,7,74,6,6.9,D,Yes,No,PostGraduate,3,D
1748,25,60,0,7.6,C,No,No,HighSchool,1,B
1749,16,96,5,6.7,A,Yes,No,PostGraduate,6,C
1750,27,78,6,5.2,C,Yes,No,PostGraduate,5,B
1751,19,81,1,8.8,A,No,No,Graduate,8,D
1752,8,100,5,9.2,B,No,No,PostGraduate,9,B
1753,29,50,7,3.7,B,No,No,PostGraduate,5,A
1754,24,75,4,5.8,C,Yes,Yes,Graduate,7,C
1755,21,83,6,8.8,D,No,No,Graduate,7,A
1756,8,82,6,8.3,A,Yes,Yes,PostGraduate,6,B
1757,13,68,4,10.0,C,No,No,HighSchool,6,B
1758,11,50,8,4.7,C,No,No,HighSchool,5,B
1759,16,88,3,7.5,C,Yes,Yes,HighSchool,1,D
1760,13,87,7,7.2,A,No,Yes,Graduate,4,C
1761,16,79,6,7.1,A,No,Yes,Graduate,3,D
1762,9,79,6,3.0,D,Yes,No,PostGraduate,5,B
1763,23,88,3,6.7,C,Yes,No,Graduate,1,A
1764,17,83,7,5.2,A,Yes,Yes,Graduate,7,D
1765,21,76,7,6.8,B,No,Yes,HighSchool,2,D
1766,18,82,1,9.6,A,Yes,No,PostGraduate,4,B
1767,6,65,2,5.5,A,Yes,Yes,Graduate,1,C
1768,17,80,4,7.6,C,Yes,Yes,PostGraduate,5,C
1769,30,90,6,9.5,B,Yes,Yes,Graduate,6,B
1770,0,82,6,7.8,C,No,Yes,PostGraduate,3,C
1771,8,75,1,9.8,C,Yes,Yes,HighSchool,3,D
1772,11,72,5,7.0,D,No,No,PostGraduate,3,A
1773,4,99,10,10.0,C,Yes,No,PostGraduate,3,C
1774,12,75,9,8.7,B,Yes,Yes,Graduate,3,B
1775,15,50,1,6.6,B,Yes,No,PostGraduate,3,C
1776,24,50,5,10.0,A,Yes,No,PostGraduate,5,D
1777,26,76,3,7.3,B,No,Yes,Graduate,8,D
1778,15,66,7,8.6,A,Yes,No,Graduate,4,D
1779,6,82,6,6.9,B,Yes,No,Graduate,6,B
1780,16,93,10,7.4,A,Yes,Yes,HighSchool,2,B
1781,27,68,3,8.7,C,No,No,Graduate,7,D
1782,14,79,0,8.4,B,No,No,PostGraduate,10,C
1783,27,84,5,6.8,A,Yes,No,PostGraduate,1,A
1784,0,59,10,10.0,A,No,Yes,Graduate,5,C
1785,11,68,3,6.9,D,No,Yes,HighSchool,1,D
1786,28,79,1,8.2,B,Yes,No,Graduate,4,D
1787,18,90,4,5.3,B,Yes,No,HighSchool,2,A
1788,21,93,8,6.2,B,No,Yes,HighSchool,3,D
1789,15,88,4,7.3,B,No,Yes,PostGraduate,2,A
1790,18,100,2,8.9,A,Yes,No,HighSchool,10,D
1791,6,95,3,6.7,A,Yes,Yes,HighSchool,5,D
1792,24,74,0,7.7,A,Yes,Yes,PostGraduate,2,B
1793,13,74,5,6.0,D,Yes,No,PostGraduate,9,D
1794,13,69,2,8.0,C,No,Yes,HighSchool,1,D
1795,17,98,2,10.0,A,Yes,No,HighSchool,5,C
1796,27,78,2,9.9,B,Yes,No,PostGraduate,5,A
1797,22,65,1,5.7,A,No,Yes,Graduate,7,B
1798,27,57,7,8.6,B,No,Yes,PostGraduate,4,C
1799,21,84,0,3.9,A,No,No,Graduate,6,C
1800,27,70,5,8.9,D,No,No,PostGraduate,4,D
1801,5,83,10,5.8,D,No,Yes,Graduate,6,C
1802,18,73,9,7.6,C,Yes,Yes,PostGraduate,5,D
1803,11,69,7,7.1,A,Yes,No,Graduate,4,B
1804,39,96,0,8.1,C,No,Yes,PostGraduate,2,C
1805,11,83,0,4.2,C,No,Yes,PostGraduate,3,D
1806,4,100,4,4.2,D,Yes,No,Graduate,1,D
1807,0,100,6,7.3,B,Yes,Yes,HighSchool,1,A
1808,39,78,3,5.8,B,Yes,No,Graduate,10,D
1809,26,70,8,10.0,B,No,Yes,HighSchool,3,C
1810,11,70,8,4.7,A,Yes,No,PostGraduate,4,C
1811,3,97,0,7.3,C,Yes,Yes,HighSchool,1,D
1812,17,96,2,6.4,D,No,Yes,HighSchool,2,A
1813,10,99,5,9.6,D,No,Yes,Graduate,1,B
1814,19,72,3,8.3,A,Yes,Yes,PostGraduate,6,A
1815,23,71,6,7.8,C,No,Yes,PostGraduate,6,D
1816,14,53,6,6.8,D,Yes,Yes,PostGraduate,10,D
1817,8,93,5,6.3,A,No,Yes,Graduate,2,D
1818,0,73,9,5.7,D,No,No,HighSchool,4,D
1819,9,73,1,7.1,C,Yes,Yes,Graduate,8,D
1820,16,83,10,3.0,B,No,No,PostGraduate,5,B
1821,8,50,10,4.2,B,No,Yes,HighSchool,1,B
1822,16,94,4,4.5,A,Yes,Yes,PostGraduate,1,B
1823,9,71,6,7.5,C,No,No,PostGraduate,5,C
1824,20,66,10,5.3,C,No,No,HighSchool,5,C
1825,20,88,4,6.8,A,Yes,No,PostGraduate,3,C
1826,12,92,1,4.8,C,No,Yes,Graduate,4,C
1827,16,77,8,4.0,D,Yes,No,PostGraduate,1,D
